,text,label
652,know luuuuuh real dilemma bet babe,0
653,ridiculous absolutely ridiculous utter bull first suggested short week circuit break lock,1
654,great thread httpstcolvhttz,1
655,terribly disappointed garden ridge amthe jacksons talking china,0
656,moderna say coronavirus vaccine appears effective according preliminary data company ongoing study,1
657,aww well look pretty pink aww nothing wrong little pink trace cute,0
658,important nunes one trump rabid enablers stomping democratic norm spreading,1
659,hay excited wednesday cant wait see excited since mum ticket,0
660,cant enjoy tweet cause never tweet back,0
661,got neither instead got nausea big fat pile tax return erggh,0
662,please wear mask best friend husband died hour ago deadly virus joke,1
663,want know remain community done throughout pandemic continue support need like first lockdown let know monday change going make keep safe,1
664,dont see evidence election impact would created spike everywhere since region,1
665,ghost rider transformer tom fletcher hah hope youre good time though still wont reply,0
666,another rainy work day,0
667,congrats exciting time enjoyed lockdown insta session waiting hit,1
668,ironic could ensured smooth transition safeguarded nations,1
669,whoop whoop almost tweet,0
670,forfeit score closer game would httpstcokvrnizsws,1
671,testing mobile access,0
672,doe ftw mean,0
673,good luck dont know enough area tell better,0
674,important message world,1
675,really annoyed didnt get see love family,0
676,hello reva university revaites arent willing come campus pandemic offline exam try understand situation outside campus dont force risk life one request continue online exam pattern offline exam,1
677,trick treat canceled wheeling come day ohio county health department announced nearly new case covid httpstcoqwdbiwmk,1
678,mummy got cardigan today thank mummy,0
679,facebook app update iphone app store push notification yet though,0
680,pandemic lit hey,1
681,working amv movie buffer,0
682,wow thats nice one shall keep mind,0
683,sana school nag graduation class ofc may mask face shield etcsana,1
684,wake going beach fun going come back exhauted well ready breakfast,0
685,amazed kid absent make difference classroom hear pin drop,0
686,restless sleep bueno,0
687,stole buckeye shop today made paddle dad girlfriend kid thick oak spoused cutting board,0
688,hehe design next car fly please thanks,0
689,nothing beat speaking bed wish holland,0
690,hungry think going pas,0
691,grey even yet old enough,0
692,hate much wont get argentina til august,0
693,saa ennoum midnight last night,0
694,pfizers ceo bourla phase covid vaccine trial yet event needed trigger analysis pfe,1
695,wish could camp,0
696,ive lot date pandemic,1
697,thing never kenya mutahi kagwe change travelling rule thanks covid second wave look news blog via,1
698,trump chief staff mark meadow diagnosed covid httpstcoemcfgzp,1
699,fun met someone train didnt get though,0
700,care america healthcare plan matter country care opinion keep thinking report haiti little foundation httpstcosrcjior,1
701,hungary poland continue blocking covid recovery package httpstcouilbpriuq,1
702,hotel hartman guy awesome lol,0
703,httpbitlyittzv hilarious david,0
704,thats tshirt face saying exact quote,0
705,round grant application open apply receive bame community group organisation,1
706,dont agree lived moving visit back pleased see new offering higher caliber anything think improved bank etc deserted everywhere covid challenge otley rally need sort traffic,1
707,reason review page load wrong,0
708,lmao random freek keep folowin name like haha,0
709,big fan danny dyer say movie look awesome httpsnurlcomhpwnz,0
710,know cost trillion usa billion saved lockdown south africa,1
711,little tune want wwwsoompiradiocom,0
712,safebutler wish happy socially distanced halloween stay home stay safe stay healthy httpstcodsqrchjhappy halloween social distancing safe butler,1
713,going church morning bigl still control tummy issue flaring,0
714,music become snack instead dinner restaurant way music produced flavourless effortless,0
715,heard movie good really going watch,0
716,pregnant covid lockdown day could never say shit shit,1
717,thailand authority tracking people chiang rai chiang mai province stop potential covid,1
718,world youth disproportionately affected term labor market unemployment rate pandemic,1
719,gov cooper tour durham facility making ppp repeat concern covid trend httpstcoqxtpm,1
720,july looking good,0
721,pandemic running marathon itching smoke hookah tonight,1
722,hell yeahhhhhh httpstcohvhuksdlutrump,1
723,dont heart post grieve every single one beautiful soul didnt,1
724,obedient slave liar killed evil trump assassin yes imagine melania shaking word coming tape recorded terrifying moment woman wife obliged praise one certainly hate evil trump httpstcoibfzrkdkwl,1
725,andy hurley day,0
726,saying finally address covid seriously win job right president,1
727,nodeal brexit batter sector helping economy recover coronavirus httpstcoofrktyba,1
728,aww crap tweeps flu fever climbing met portland watch runny nose watery eye,0
729,juego wikipedia rescue httpbitlyncnj,0
730,want safety measure place expected indoor setting household mix one listening anyone act complicit gaslighting parent pupil teacher school staff httpstcosistrynosafe,1
731,covid dangerous county state,1
732,hiya good thanks hows doin anything nice today,0
733,presidentelect joe biden note american color hit hardest covid must priority tho,1
734,omg met nikita heart quarantine,1
735,find local san francisco favorite pivoted started offering cocktail takeout delivery used continue operating pandemic ploan covid reach pandemic pivot,1
736,today ill discussing covid ish want listen call bonus heres pic guest thanksgiving year httpstconcsoqjmtthanksgiving,1
737,might come round felt bad day pay fot get fixed,0
738,health care worker scotland given payment thank work pandemic,1
739,awwww andy thank,0
740,exclusive kajal aggarwal wedding designer ambika gupta spill bean planning function covid,1
741,ugh despite widespread mostly moderate measure control spread report virtually number new infection death compared last week take note switzerland germany corona info,1
742,total covid test performed zimbabwe case today death today,1
743,good love oxford street harrod love shopping place westfield,0
744,nice long dog walk got thru whole podcast regarding think biggest impact leaving power recruit middle court case ownership issue pandemic previously poor recruitment record added top worry,1
745,yeah unfortunately kid early bird,0
746,donald trump jared kushner caught pandemic loan scandal,1
747,trad music lockdown cookbook excellent christmas present raising fund time httpstcoitwjldfdmusic kid,1
748,awesome back normal everyone httpstcomofmuxxoj,1
749,finding twitter little confusing could really tour guide mentor trainer whatever going really,0
750,woke cause soooo cold cant fall back sleep,0
751,danced year old cougar,0
752,loeffler perdue face jail time automatically disqualified running senate positi,1
753,cant sleep keep getting hot cold feel like katy perry,0
754,stage unemployment pandemic car without insurance may repossessed next month without health insurance start missing payment credit card food pantry seems like real possibility saving gone covid,1
755,mac came back like even though said coming,0
756,feel kind like crap today kind mean today suck far,0
757,still cant find damn bug,0
758,cry movie isnt sad part,0
759,neglecting wear mask protect infection dangerswe call people fol,1
760,yeah baby gonna available till april pretty much exactly fauci said second quarter long winter stay safe hopefully convince antivaxxers take vaccine still month,1
761,researcher conducting interview pandemic recording zoom via phone,1
762,good nhibernate kung prof say great alert implicit transaction discouraged,0
763,would probably help moved past clinton talked thing impact american today like covid president lying election bribe pardon stimulus package economy crash thought,1
764,july mixer happy summer,0
765,better get young cure virus look solved smallpox pandemic,1
766,wear mask small mom pop business keep fined tyrannical gubment leave talked business owner happened chain store mask,1
767,ubertwittercom way better twitterberry,0
768,pediatrician worried childrens mental health due isolation coronavirus pandemic httpstc,1
769,lol good driver dont like hes sitting directing like leave alone old,0
770,lacy cave away covid medium usa election heaven httpstcootrfwypmh,1
771,dont see thing word arent said dont rely didnt exclude say excluding non covid death infact excess death stats reason want blame lockdown excess death,1
772,isnt even work year proud ive fun exciting year despite covid,1
773,intravenous drip happy juice please,0
774,haha saw thanks hairy follow happy sunday,0
775,ridiculous statement see number number infected death many survivor life long medical condtions point worthless httpstcokqdkcieboz,1
776,stay tuned gov gary herbert plan announce new coronavirus restriction state middle,1
777,today got delivery propane driver told believe covid maybe truck leak somewhere man definitely missing viable brain matter,1
778,perhaps let know _why couldnt longer sport,0
779,official idealism every age usually cover story theft said eagerly welcome,1
780,congrats spain thats boring game watch spain easy zealand gudluck next game,0
781,shut fuck miss love john barrowman,0
782,aww god daddy away harrys blanket teddy thats set,0
783,word fallen covid,1
784,yea leighkid mixin,0
785,planned build back better plot httpstcotgwyxbzvnv,1
786,alternate gothic helvetica helvetica became helvetica yes ags turn twitter hahahah,0
787,seem covid reset ikpeazu brain speaking statesman lately hope replicate word action infrastructure aba,1
788,group parent florida suing sarasota school board requiring student wear face mask reco,1
789,ill take break twitter cuz going watch,0
790,coming stinking cold,0
791,today december celebrate world aid day day unite fight end hiv pandemic honor lost life worldaidsday,1
792,shop closed lockdown lot lovely item waiting return thank wonderful people donated item shopped last month marvellous shop staff well done photo shop window httpstcoxczhjie,1
793,store even get sanitized cleaned anymore people stopped wearing mask store gotta love working pandemic,1
794,morgue overflow average one covid death per minute,1
795,remote home office itthe outbreak covid around world huge impact work business organization moving towards remote operation home office reduce contact people spread virus,1
796,thats sad friend,0
797,get back going parkkkk httpmylocmex,0
798,corona made democrat show unfit trump president hey power back vaccine month,1
799,last day vacation,0
800,check atlanta summit want gain new perspective human weakest link next work anywhere normal join brian linder presentation human weakest link corona edition sec virtual,1
801,well stopped travel china fauci testified saved thousand life worked private sector filling depleted stockpile ventilator ppe cut regulation allow telemedicine pushed operation warp speed get vaccine year,1
802,miss back date dawid,0
803,china halted import chilean seafood producer precautionary measure detecting covid virus supplier packaging httpstcochgvepmc,1
804,landed charlotte one leg flight least tasty beer front wait,0
805,noise leaking white ipod earphone plague society released apple,0
806,trump covid vaccine purposely delayed big pharma election day,1
807,hey listen staff mental health taken hit cant pay,1
808,guidance previously shielding changed please review guidance make arra covid,1
809,people living hiv aid encouraged reach support structure like positive connection network family community group help ease mental health burden pandemicworld aid day,1
810,republican dont care trumps rhetoric election get someone killed theyve sitting around,1
811,ate bad chinese food tonight,0
812,much respect comic like making work safely pandemic cant wait watch special,1
813,yayyy vacation brotherrr,0
814,survival rate death per infection seasonal flu territory fact matter fact fear,1
815,actually made appointment next monday gonna keep eye covid number start getting bad ill cancel area pretty middle nowhere hasnt bad know chiropractor requires mask people wait car,1
816,major indian airport provide flexible slot separate temperaturecontrolled zone air cargo operator would run multiple flight short time span transport covid vaccine,1
817,thank baby rockin,0
818,yay love knew,0
819,cuz goan watch year one sat friend sick ride btw today palmer discussed,0
820,woke thinking today saturday gutted,0
821,tied first lost tie breaker lol got second,0
822,golfing dad beautiful day,0
823,ive got get youre working bring kaci love zoo weekend plan,0
824,bloody soft cock used urge strong ride afraid itll cold,0
825,unless get line behind get vaccine vile care film respectfully,1
826,arrived dinner smart told everyone start wasnt really till ppl arent late,0
827,cartel voice hallelujah,0
828,due covid sending hamper elderly neighbour instead joining christmas lunch year need donation asap gift card please refer last week dunottar download full detail let give special treat,1
829,guy spoiling australia jealous,0
830,sorry reduced nothing punchline bad joke far mark ignores nearly everything need deal full virtue signalling buzzword making completely useless httpstcooeqhiebexlcpho report,1
831,denialism working south dakota vid,1
832,planning optout dont satisfy condition afraid give exam chaos covid want optout need kind proof issue give jan feb denies justice icai denies equality,1
833,love pic straight hair curly like taylor swift nice haha,0
834,listening old school whilst working home dangerous act shit taking minute dance break like backing dancer honey,1
835,hope kittys better soon,0
836,covid lockdown ink drop posca marker puppet layered yupo mylar httpstcogmprmjvart contemporary art,1
837,seeing four day loveeeeee,0
838,watching hannah montana youre funny,0
839,thing looking feel better passed got shit later today time sleep good night,0
840,vaccine coronaviruses httpstcoizcibwax,1
841,theres book really want read hasnt written yet must write toni morrison wished could,0
842,enjoying sunday morning child mom stay home prepare monday exam httpplurkcompstxa,0
843,guess ill never sad thing didnt put alternate email cause dont remember secret,0
844,also bumped thousand people knew eduardo friend gary another friend plus hotness end,0
845,miss called zoom,0
846,church work joannas today good day,0
847,flight got cancelled due corona reschedule flight june booking amount difference amount saved credit shell,1
848,head cdc said beginning tell difference covid influenza due symptom maybe used labeled flu labeled covid,1
849,nobody died covid,1
850,lalalala happy nothing bein lazy,0
851,gosh steep rise hope close school sooner rather later,1
852,happened summary story gettin annoyed bein tony tiger surrounded frosted flake,0
853,hahah awww juss topic conversation hahahaaaaaaaa,0
854,theory sure good explanation fauci know would pandemic,1
855,trying convice mum stop eating red meat buy puppy aint workin far yet tho ill keep yooh posted,0
856,game game folder httptwitpiccomtlxc,0
857,fantasy put blame belongs firmly head people charge,1
858,wishing wasnt working whole weekend,0
859,got took hcq better day global fear porn nwo crush small business,1
860,feelin good fight meh friendz dai talkin bad mood,0
861,man never desist laiing httpstcohydxroarm,1
862,yummy sub instead,0
863,working hard london moving website time rest relax,0
864,ohh theyre booked already weekend appointment available next weekend,0
865,took hour put kid watchin bed caylen,0
866,shock lost another iphone,0
867,nah messin computer tweeting,0
868,coronavirus shatters daily record nov httpstcofjbulukkcalifornia case,1
869,people going inch older relative thursday spreading covid like wildfire,1
870,dad quadriplegic covid already dealt pretty heavy blow bad mri result week,1
871,people right regardless believe government must never get away choosing get exercise,1
872,seriously love top meant damn typo,0
873,thanks dont think tylenol,0
874,prime minister said two week isolation,1
875,statistically least high profile gop asshole ventilator covid,1
876,confirmed suspected case reinfection virus cause reported remain rare based know similar reinfections expected learn please visit httpstcoxsbokuvecovid virus,1
877,social medium also give news pandemic happens international also communicate love one anywhere really helpful make life easy,1
878,wish clothes smelled like mint wait ily sam,0
879,hmmmm usualy wear panty doe know habbit,0
880,africa covid update november confirmed case million recovery million death httpstcojeijzdyestay safe,1
881,followed youtube vedio lockdown period really help lot bengi everywhere,1
882,stop feeling sick come eat,0
883,bitch finally get twitter welcome,0
884,mission statement something like psykoidcom httpumavrevcomgi,0
885,httptwitpiccomrzi nice pic huh,0
886,cant achieve herd immunity without vaccine discus vaccine herd immunity coronavirusuk canyouseetheflaw,1
887,plenty time plan since next home match isnt long time tho open cup match soccerplex,0
888,wiiiiii please type efreymmybrutecom ahihihihi cool hahaha feel like kid,0
889,hungover went burger king whopper dont start serving lunch back bed hungry,0
890,kentucky covid school lawsuit beshear responds supreme court,1
891,poor good luck,0
892,help make difference strategy worth investing cheap tested evidencebased vaccine already exists assertively connecting people mutual aid contributing significant impact outcome httpstcofgkuvjubaddiction connection trauma,1
893,corona virus death million case even without case number people still dead going continue die,1
894,taking mrna vaccine,1
895,dont even able see corona,1
896,lol well hes provided delicious caramel hazelnut cake longer care,0
897,led humanity charge german biotech company shipping vaccine facility belgium yes everyone involved american german belgian even brit thank british exceptionalism spouted politician wrong embarrassing httpstcojikwtigc,1
898,like nothing channel,0
899,worst year ever husband died cancer august covid made extra hard,1
900,say end day symptom seven day negative test symptom cdc quarantine,1
901,link dont work incredibly horny right yahoo messenger lemme kno please,0
902,yeah villa earth miss,0
903,awwwww least back green green grass,0
904,report covid patient getting reinfected worried httpstcomipssbax,1
905,type commercial need see america instead trying time httpstcohovummumt,1
906,well going dear,0
907,another bat walk,0
908,sorry hear hard sort slow decline grapple,0
909,twitter people god,0
910,lee kara fighting towel epic man,0
911,cant see eye right,0
912,eater prime minister boris johnson confirmed england come national lockdown next wednesday much uncertainty remains london restaurant reopen next week,1
913,internet house sad least iphone doesnt need rely wireless,0
914,rain plain cloudy dont know,0
915,take care feature bbc news lunchtime serious covid southern italy,1
916,internet still luckily watch game sorry cant answer,0
917,one stay home pandemic,1
918,extending lockdown without actually admitting done didnt listen advice circuit breaker september,1
919,dear dont think worth shd rather come way sushi make leaving last time,0
920,nba showed worst season,1
921,bye twitter gotta happy fathers day,0
922,dip sea mag,0
923,really feel sick blah,0
924,joseph make cry cause know ill never,0
925,mouth always ready party omfg filthy ashamed,0
926,amazing youuu awwww itll fun get love puppy,0
927,sorry hear body strong mind sometimes,0
928,entire interview wow mess remains aggressively ignorant embarrassing http,1
929,ðºñ ððµ ðµñ ððµñ,0
930,cyril cry lockdown,1
931,office happier place friday,0
932,currently lockdown drill school teach student home distance learning welcome,1
933,lol compliment lol hot lol opps sadness,0
934,leaast look young young heart anyway,0
935,better wear mask rest life never know could asymptomatic one deadly virus come nowhere,1
936,haha thats funny brook yes jonas brother covered,0
937,feeling good tonight,0
938,gonna old little bit take nap work tired,0
939,lord actually believe travel ban nonsense never general travel ban still came china like flight alleged ban thing limited flight chinese national forgot tell virus,1
940,would stop talking acted like virus joke even urging new relief bill spewing conspiracy theory election even congress audacity start talking vaccine,1
941,alone via monday lockdown,1
942,getting hot resign repay money retrospectively say,1
943,happy summer nice,0
944,cant wait see blink tour summer,0
945,nearly official come london summer happy,0
946,tvdtv analog weight control one big mind control programing better spend time friend family like old day,0
947,brother sister unite,1
948,try start ethic war peace essay mmmmm,0
949,idk reading covid restriction arent shutdown country economy imo fair point something annoyed calling april shutdown begin country didnt stop economy didnt stop stopped going place,1
950,yeah got excited seeing changelog bitterly disappointed theres push notification facebook,0
951,sitting home front right counting death drinking smoking cigs eating fast food dont wear mask cause death irony,1
952,one small bright spot pandemic state happened plan big repaving project year town figured couple street main street sidewalk time work pretty much schedule,1
953,hospital say covid related mark another case,1
954,morning today day know mean monday going another great night loop tonight,0
955,alexandrabwi little lacey httptwitpiccomjk,0
956,could wawa sub right,0
957,studyin like everyone else got thisss tho day gotta keep tellin,0
958,taking bet boris dressed santa getting vaccine,1
959,fathers day shopping mad house lesson learned dont wait til last minute,0
960,would really swell people talking transmission rate pardon detected transmission rate,1
961,company looking succeed flourish postpandemic world require innovation start today work risk management employee experience talent covid,1
962,chocolate pack yaaaayyy httptinyurlcomrxuyc,0
963,government update premier joe savikataaq give new infection number disheartening nunavut covid,1
964,saddened nonarrival mallah rachel,0
965,tell people expand medicare pandemic,1
966,underwear stock laundry,0
967,good idea bring camera ill tell customer dont buy copy pic going wall shame,0
968,would like job consistent pandemic realize everyone lucky recognize make extremely lucky thatgive thanks give thanks,1
969,beautiful day manchester havent seen cloud day,0
970,lost follower ill never know cant check phone hmm dont agree texted back either,0
971,yes one sunny day rain cold way,0
972,nuthn took peircing weekend empeso serrar repeirce,0
973,expert approved expert produced germany,1
974,latest coronavirus news state say lack federal fund distribute coronavirus vaccine cdc tell ready httpstcozxktfqbn,1
975,hittin year gotta mash button real hard joystick counter,0
976,hawain night tonight cant wait,0
977,going border tomorrow ill pick copy book sound exactly like enjoypoems short story quote,0
978,dangerous combination limited resource stigma politics made coronavirus difficult track rural area allowing spread largely unnoticed summer httpstcofwmdmnvt coronavirus covid rural community spread,1
979,basketball crossing finger play opener tennessee tech coach test positive covid httpstcoxkjzxrn,1
980,rather rattle thousand tweet provide link trump administrations national,1
981,danbury mint dedicated helping collector find meaningful keepsake lasting quality wasting money coin toy car,0
982,finished work time happy hour,0
983,lol poor friend,0
984,teeth really hurt wanting call,0
985,wont let vote today,0
986,lol good luck,0
987,man yall tweet coming slow mine going sloooweeeer,0
988,fauci stress need equitable access covid vaccine httpstcookyzea httpstcoszwkqedj via,1
989,nothing babe want tour,0
990,trying edit story keep taking facebook quiz friend,0
991,mainstream medium love reporting republican get virus quiet democrat public right know could stop publicizing altogether somebody famous get httpstcopxvuirhuwg,1
992,reverend prays covid stop worship httpstcoeoovgajqeu,1
993,get nail done lils prom big day felt got emotional,0
994,man sick maybe watching movie help,0
995,applied ticket never heard back,0
996,yeahh buhh thaas got close yanoee left probably stayed like distant contact cuza mandy,0
997,latest highlight issue faced single parent due covid,1
998,home alex home sweet home could thing get better,0
999,ever learn thats right strategy keep covid pot boiling army street time quell brexit riot,1
1000,hmm twitter problem cant follow anyone seems,0
1001,maybe know everything covid stage,1
1002,outline ahas longstanding commitment science health equity role aha,1
1003,college softball world series,0
1004,aint seen heard missing crazy sleep httpplurkcomppgcx,0
1005,tea lot lot lot honey cant talk today bail work lack baristas payroll,0
1006,awe thats sad sorry,0
1007,many people really hospital covid incidentally,1
1008,cancelled australian tour,0
1009,collaboration rotary club vellore north assistive aid appliance provided chief felin,1
1010,good morning patriot think vaccine tested bill gate first,1
1011,yay crazy plan,0
1012,food thought maybe shouldnt wasting money shady ppe contract tory corruption payfreeze,1
1013,yep ive still gotta load homework didnt listen teacher telling bummed,0
1014,wiso sind deine screenshots immer mieser qualli,0
1015,never law enforcement job enforce mask mandate social distancing counter productive reform movement,1
1016,wondering would pop httpstcolzeuzvyjpq,1
1017,httptwitpiccomjdli banana gone,0
1018,every often hit much weve asked kid give year pandemic big smal,1
1019,hey omg ireland awesome dont accent one day sound like minnosota love sleeeep,0
1020,security support taiwanese attitude toward affect crossstrait relation military balance china,1
1021,western europe peak case wave ireland oct czech republic oct belgium oct netherlands oct spain nov france nov poland nov austria nov italy nov nov greece nov portugal nov sweden,1
1022,global security solution market covid update future challenge cisco global security solution market covid update future challenge cisco system trend micro proofpoint barracuda network httpstcoufcpfumbemail email,1
1023,look bipartisan proposal offered today doe contain direct payment american doe provide,1
1024,ive done whole fringe went flame fun espesh gotta get bus major whiff eurgh,0
1025,owl delight online birdwatching became lockdown treat httpstcodrafmwzvi become,1
1026,lol get late lol,0
1027,covid cancellation famous event leave mental economic hole outback queensland httpstcosubcdxnmm,1
1028,morning double monday,0
1029,friends brother admitted mumbai corona wasnt given drug except paracetamol took nilavembu kasha,1
1030,hate happen always happen right performance sooo bad timing,0
1031,ive sunday way much fundays please tell came hope youre feeling better,0
1032,discovered cant tumble,0
1033,say tax tax serco planning hand dividend gained cutting corner,1
1034,american wake dont put america country walk stronger thembiden want open border let ppl covid time high dont make sence pray pray pray,1
1035,coherent pandemic response going get one test trace ever going,1
1036,study suggests covid pandemic altered american attitude toward inequality poor news,1
1037,wanna read story seattles circus theater adult performer putting one last show yes httptinyurlcomnhpdbj,0
1038,trump got covid said get immune life got said day randomly pull day anyways fact,1
1039,watching office dvd,0
1040,free friday around upload website cut cyber ribbon,0
1041,upset videochat yesterday,0
1042,going sleep dear going church morning shall lovely,0
1043,annalise keating httpstcosuvmtap,1
1044,dont know long day feeling hot hope fun throw back,0
1045,writing english exam,0
1046,knock keri hilson etc became big pure loved age ago shannnnnnnnnnnnnnnnnnn,0
1047,awesome miss bloggers row,0
1048,one preexisting condition alive everyone died covid living living virus would killed youre welcome,1
1049,angelynn welcome twitter raining seattle damn btw know pamela anderson,0
1050,ill home soon class,0
1051,want saturday back,0
1052,getting acquainted twitter,0
1053,new video card doa,0
1054,one person standing way abysmal job report put new pressure mitch mcconnell covid relief httpstcoua,1
1055,covid news corporate medium doesnt publish,1
1056,asking employer bring temporarily covid free workforce need people infect abandon,1
1057,hey baby still holla,0
1058,making first collaborative website share info recent pyp exhibition publish soon,0
1059,torontos shutdown typically myopic type uneven public health policy risk entire population,1
1060,let covid kill show simply amazing even give chance httpstcodyksiiwwksave odaat,1
1061,treat staff nurse doctor keyworkers wor,1
1062,omg would fun whenever free sometime summer sure,0
1063,school ventilation covid httpstconidigdk,1
1064,breaking covid disappeared guy mask necessary trump bad man wearing one httpstcoybiiugml,1
1065,need get get walk motivation today sigh,0
1066,shall revision science guess revision science yes unless fail ahaa,0
1067,ughhh youre worst writing back lol know got lyric right,0
1068,know still offering early late apps telephone video link appointment get touch team familycouk speak team divorce week heretohelp,1
1069,link secure ukranian greekcatholic priest previously volunteer testing moderna covid vaccine died suddenly home still unclear yearold death related vaccine,1
1070,friendly reminder flu vaccine consent form due back school friday november,1
1071,thnx ton appreciation sasha really like stuff esp outrageous mastery heard lot good thing abt,0
1072,exc chair uks vaccine task force showed official sensitive government document ahead event,1
1073,lamentablemente paso twitter lunch,0
1074,binnys card earn point wine liquor purchase get discount future stuff beer doesnt count,0
1075,youtube giving oann week suspension suspending ypp let channel run video promotin,1
1076,none far either way helping feel safe night,0
1077,looking forward coming work perhaps little tlc help cure,0
1078,mask work conjunction measure social distancing hand,1
1079,home first day internship,0
1080,bright spot pandemic gloom jazz everywhere new york new york time httpstcotypcsngq,1
1081,vettel going catch button,0
1082,sorry dor ignorance,0
1083,want fan page would feel silly still fun morning,0
1084,sad shes sleep way little big sisters house,0
1085,increasingly convinced part covid mostly killing poor people working people especially poc main reason white conservative leadership absolutely refuse take action republican engaging passive ethnic cleansing httpstcoqapybukn,1
1086,talking bing taking googles market share search,0
1087,dude walk tiny bathroom like girl bathroom catch covid cuz gonna real sad,1
1088,nephew dug hole sand filled water said look water ocean ten foot behind,0
1089,asked wear mask per store policy def worth reaction received,1
1090,social distancing lady inside wallpaper httpstcohiulnhxnja,1
1091,spending day family went church lunch way petco get fun stuff,0
1092,love nin pandemic saw nin live first time blew mind find ghost instrumental album incredible writing soundtrack,1
1093,exciting news example great collaborative effort honored part,1
1094,soooooo mad wish guy,0
1095,wheres one missing tonight,0
1096,sick sick sick sooo annoyed weather change,0
1097,mondays market minute index coronavirus rise years end begin week much like ended last week httpstcocjbpetps,1
1098,six lost went wandering wood something got,0
1099,karlanthony town open losing mother six others covid,1
1100,finally made colorado britney nsync got,0
1101,watching kung panda andrew,0
1102,saw mentioned favorite salad place lived nyc tried recreate home didnt work,0
1103,wealthiest country planet wont fund citizen suffering covid ask mitch,1
1104,amazing challenge thats going ala cant paint picture picture,0
1105,look like vaccine ready wonder gonna take first lol,1
1106,totally slacking working next week better,0
1107,retailer shortchanged frontline worker despite booming profit pandemic httpstcobnqfoovb,1
1108,employment rate highearning worker america completely recovered since pandemic different,1
1109,trump taking credit covid vaccine like nra taking credit doctor job,1
1110,cent share positive update jeremihs covid battle bleak prognosis httpstcofrotjv httpstcoucxrxgkk,1
1111,also wasnt close put cds release side pond,0
1112,lord know need covid work almost week still great could use help get jjohn,1
1113,new hashtags gordon brown want stay never let said biast gbgo gbstay gbgo,0
1114,surely snooty rude blah experience speaking,0
1115,prison jail become public health threat pandemic advocate say httpstcovatyfumazs,1
1116,well said steven beschloss disturbing say least,1
1117,flex lib code project suertabnavigator much better control,0
1118,georgian waited covid relief washington ignored rushed lifetime appointment time,1
1119,unidentified gunman barged hospital angono rizal wednesday morning shot dead man treated,1
1120,httpisgdtfj could try link lol,0
1121,gather oral history covid federal writer project offer vital lesson,1
1122,miss suck gonna home,0
1123,great time burn gone today morro bay httppikchurcom,0
1124,yes sigh pandemic cramping style,1
1125,honey alice plus throw awesome,0
1126,always damage done,1
1127,angus julia stone beautiful,0
1128,must read httpstcoyutjyfivcovid,1
1129,must aint wrong thing cause feel horrible,0
1130,cant like june gloom,0
1131,dollar every person come work ask gonna close rich said say gonna put lockdown even say possibility fucking,1
1132,tils tiziana life science chairman say start dosing coronavirus trial monumental event httpstcovcexhal,1
1133,thinking dat bored barber myspace deleted,0
1134,morning mail cost cormann oecd tilt revealed third covid vaccine destiny deacons art,1
1135,think put much mousse hair,0
1136,soca put good mood regardless covid lyric,1
1137,look state httpstcoeimdecjsc,1
1138,listen one preferred expert response actually questioned recommendation httpstcohipsulpue,1
1139,bruh shit get award job masterfully httpstcogodcghhc,1
1140,agree need come visit really soon,0
1141,problem spotlight search currently party apps cannot provide data,0
1142,need happen considered pandemic,1
1143,agreed social distancing mask ppe conducting business outdoors greatly reduce spread covid business allowed operate told thing quarantined shut make fckn mind gov,1
1144,thanks follow friday btw got next week,0
1145,herd immunity guy think fauci embarrassing rich,1
1146,lie kind hide covid palliative citizen level evil wickedn,1
1147,washington post secret service officer said infected coronavirus quarantining wake,1
1148,lmfao wooow thanks followw babe,0
1149,saw baby today love ultrasound technology,0
1150,welcome back pete missed petes tweet sending much love support way,0
1151,covid pandemic exposed series weakness global healthcare system making achievement,1
1152,may call genocide others may say unbreakable alliance russia china virus opening foe waiting httpstcotkmileqbjo,1
1153,sir list covid warrior died success else also,1
1154,sick people following social distancing guideline going way throw unnecessary party dur,1
1155,adapting change adversity pandemic could help life law better,1
1156,murder nigga scared shoot white people car lol,1
1157,sound great looking forward,0
1158,making strawberry creme pie left berry cause still cant sleep course nite,0
1159,idea chinese feel march concern imported product issued statement risk packaging food covid survive surface week rte journo july httpstcopqupmkdgui,1
1160,lying outside ultans cold beer sun could want yeah miley course,0
1161,today big tent jen jaci charlie talk pandemic presidential transition lack thereof,1
1162,three week premier brian pallister called manitobans volunteer covid testing site,1
1163,boris carries dog covid dilyn lethargic icu via,1
1164,point pandemic horror movie basement door opened damn fool feel need,1
1165,covid farm animal nine pandemic changed world httpstcoapreyz pandemic animal welfare disease,1
1166,feeling rather shite today well tonight starting medication meant last night forgot,0
1167,propose due covid concern postpone thanksgiving january finally something truly thankful,1
1168,anything negative china right anything positive china propergand covid china dead evil dead absolutely normal,1
1169,sharing secret bestie love,0
1170,parent car yet home freezing saturday night let something,0
1171,quarantine going well instead drinking hour shot hoop drinking,1
1172,yayyyyy bought new dress wezz sorted,0
1173,thousand died still dying trump clown golfed uttered word virus week except lay claim vaccine joke rest minion disgrace country citizen,1
1174,scoring percentile jeemain january ihave started preparation forjee advanced due covid coaching shut marchand hence left prep incomplete minister live attempt jee advanced,1
1175,bed sick send help even blame flu corona virus wish car could drive blare music buy grocery,1
1176,covid revamps copshop program,1
1177,death flu death covid,1
